,Source,Target,Weight,Type
1,avellaneda_sab_cuba,diaz_manuela_colombia,1,undirected
2,avellaneda_sab_cuba,isaacs_maria_colombia,2,undirected
3,avellaneda_sab_cuba,marmol_amalia_argentina,1,undirected
4,avellaneda_sab_cuba,mitre_soledad_bolivia,6,undirected
5,avellaneda_sab_cuba,samper_dolores_colombia,5,undirected
6,bazan_various_spain,carrasquilla_frutosDeMiTierra_colombia,3,undirected
7,bazan_various_spain,diaz_manuela_colombia,2,undirected
8,bazan_various_spain,isaacs_maria_colombia,1,undirected
9,bazan_various_spain,lizardi_periquilloFull_mexico,1,undirected
10,bazan_various_spain,marmol_amalia_argentina,2,undirected
11,carrasquilla_frutosDeMiTierra_colombia,bazan_various_spain,3,undirected
12,carrasquilla_frutosDeMiTierra_colombia,cuervo_apuntacionesCriticas_colombia,4,undirected
13,carrasquilla_frutosDeMiTierra_colombia,diaz_manuela_colombia,6,undirected
14,carrasquilla_frutosDeMiTierra_colombia,galdos_trafalgar_spain,1,undirected
15,carrasquilla_frutosDeMiTierra_colombia,hernandez_martinFierro_argentina,2,undirected
16,carrasquilla_frutosDeMiTierra_colombia,lizardi_periquilloFull_mexico,5,undirected
17,carrasquilla_frutosDeMiTierra_colombia,palacios_elAlferezReal_colombia,2,undirected
18,cuervo_apuntacionesCriticas_colombia,carrasquilla_frutosDeMiTierra_colombia,4,undirected
19,cuervo_apuntacionesCriticas_colombia,lizardi_periquilloFull_mexico,1,undirected
20,cuervo_apuntacionesCriticas_colombia,martí_nuestraAmerica_cuba,5,undirected
21,diaz_manuela_colombia,avellaneda_sab_cuba,1,undirected
22,diaz_manuela_colombia,bazan_various_spain,2,undirected
23,diaz_manuela_colombia,carrasquilla_frutosDeMiTierra_colombia,6,undirected
24,diaz_manuela_colombia,galdos_trafalgar_spain,2,undirected
25,diaz_manuela_colombia,hernandez_martinFierro_argentina,1,undirected
26,diaz_manuela_colombia,lizardi_periquilloFull_mexico,4,undirected
27,diaz_manuela_colombia,martí_nuestraAmerica_cuba,2,undirected
28,diaz_manuela_colombia,mitre_soledad_bolivia,2,undirected
29,diaz_manuela_colombia,palacios_elAlferezReal_colombia,4,undirected
30,diaz_manuela_colombia,samper_dolores_colombia,2,undirected
31,galdos_trafalgar_spain,carrasquilla_frutosDeMiTierra_colombia,1,undirected
32,galdos_trafalgar_spain,diaz_manuela_colombia,2,undirected
33,galdos_trafalgar_spain,lizardi_periquilloFull_mexico,3,undirected
34,hernandez_martinFierro_argentina,carrasquilla_frutosDeMiTierra_colombia,2,undirected
35,hernandez_martinFierro_argentina,diaz_manuela_colombia,1,undirected
36,hernandez_martinFierro_argentina,lizardi_periquilloFull_mexico,4,undirected
37,isaacs_maria_colombia,avellaneda_sab_cuba,2,undirected
38,isaacs_maria_colombia,bazan_various_spain,1,undirected
39,isaacs_maria_colombia,samper_dolores_colombia,3,undirected
40,lizardi_periquilloFull_mexico,bazan_various_spain,1,undirected
41,lizardi_periquilloFull_mexico,carrasquilla_frutosDeMiTierra_colombia,5,undirected
42,lizardi_periquilloFull_mexico,cuervo_apuntacionesCriticas_colombia,1,undirected
43,lizardi_periquilloFull_mexico,diaz_manuela_colombia,4,undirected
44,lizardi_periquilloFull_mexico,galdos_trafalgar_spain,3,undirected
45,lizardi_periquilloFull_mexico,hernandez_martinFierro_argentina,4,undirected
46,lizardi_periquilloFull_mexico,martí_nuestraAmerica_cuba,1,undirected
47,lizardi_periquilloFull_mexico,palacios_elAlferezReal_colombia,1,undirected
48,marmol_amalia_argentina,avellaneda_sab_cuba,1,undirected
49,marmol_amalia_argentina,bazan_various_spain,2,undirected
50,marmol_amalia_argentina,palacios_elAlferezReal_colombia,3,undirected
51,martí_nuestraAmerica_cuba,cuervo_apuntacionesCriticas_colombia,5,undirected
52,martí_nuestraAmerica_cuba,diaz_manuela_colombia,2,undirected
53,martí_nuestraAmerica_cuba,lizardi_periquilloFull_mexico,1,undirected
54,mitre_soledad_bolivia,avellaneda_sab_cuba,6,undirected
55,mitre_soledad_bolivia,diaz_manuela_colombia,2,undirected
56,mitre_soledad_bolivia,samper_dolores_colombia,1,undirected
57,palacios_elAlferezReal_colombia,carrasquilla_frutosDeMiTierra_colombia,2,undirected
58,palacios_elAlferezReal_colombia,diaz_manuela_colombia,4,undirected
59,palacios_elAlferezReal_colombia,lizardi_periquilloFull_mexico,1,undirected
60,palacios_elAlferezReal_colombia,marmol_amalia_argentina,3,undirected
61,palacios_elAlferezReal_colombia,samper_dolores_colombia,1,undirected
62,samper_dolores_colombia,avellaneda_sab_cuba,5,undirected
63,samper_dolores_colombia,diaz_manuela_colombia,2,undirected
64,samper_dolores_colombia,isaacs_maria_colombia,3,undirected
65,samper_dolores_colombia,mitre_soledad_bolivia,1,undirected
66,samper_dolores_colombia,palacios_elAlferezReal_colombia,1,undirected
