,Source,Target,Weight,Type
1,avellaneda_sab_cuba,bazan_various_spain,1,undirected
2,avellaneda_sab_cuba,isaacs_maria_colombia,2,undirected
3,avellaneda_sab_cuba,marmol_amalia_argentina,3,undirected
4,avellaneda_sab_cuba,martí_nuestraAmerica_cuba,2,undirected
5,avellaneda_sab_cuba,mitre_soledad_bolivia,1,undirected
6,avellaneda_sab_cuba,samper_dolores_colombia,2,undirected
7,bazan_various_spain,avellaneda_sab_cuba,1,undirected
8,bazan_various_spain,carrasquilla_frutosDeMiTierra_colombia,3,undirected
9,bazan_various_spain,marmol_amalia_argentina,1,undirected
10,bazan_various_spain,martí_nuestraAmerica_cuba,2,undirected
11,carrasquilla_frutosDeMiTierra_colombia,bazan_various_spain,3,undirected
12,carrasquilla_frutosDeMiTierra_colombia,cuervo_apuntacionesCriticas_colombia,4,undirected
13,carrasquilla_frutosDeMiTierra_colombia,galdos_trafalgar_spain,2,undirected
14,carrasquilla_frutosDeMiTierra_colombia,lizardi_periquilloFull_mexico,2,undirected
15,carrasquilla_frutosDeMiTierra_colombia,marmol_amalia_argentina,2,undirected
16,carrasquilla_frutosDeMiTierra_colombia,martí_nuestraAmerica_cuba,4,undirected
17,carrasquilla_frutosDeMiTierra_colombia,mitre_soledad_bolivia,2,undirected
18,carrasquilla_frutosDeMiTierra_colombia,palacios_elAlferezReal_colombia,3,undirected
19,cuervo_apuntacionesCriticas_colombia,carrasquilla_frutosDeMiTierra_colombia,4,undirected
20,cuervo_apuntacionesCriticas_colombia,diaz_manuela_colombia,2,undirected
21,cuervo_apuntacionesCriticas_colombia,hernandez_martinFierro_argentina,3,undirected
22,cuervo_apuntacionesCriticas_colombia,lizardi_periquilloFull_mexico,3,undirected
23,cuervo_apuntacionesCriticas_colombia,marmol_amalia_argentina,3,undirected
24,cuervo_apuntacionesCriticas_colombia,martí_nuestraAmerica_cuba,6,undirected
25,diaz_manuela_colombia,cuervo_apuntacionesCriticas_colombia,2,undirected
26,diaz_manuela_colombia,marmol_amalia_argentina,3,undirected
27,diaz_manuela_colombia,martí_nuestraAmerica_cuba,1,undirected
28,diaz_manuela_colombia,palacios_elAlferezReal_colombia,1,undirected
29,galdos_trafalgar_spain,carrasquilla_frutosDeMiTierra_colombia,2,undirected
30,galdos_trafalgar_spain,isaacs_maria_colombia,3,undirected
31,galdos_trafalgar_spain,lizardi_periquilloFull_mexico,1,undirected
32,galdos_trafalgar_spain,marmol_amalia_argentina,3,undirected
33,galdos_trafalgar_spain,samper_dolores_colombia,1,undirected
34,hernandez_martinFierro_argentina,cuervo_apuntacionesCriticas_colombia,3,undirected
35,hernandez_martinFierro_argentina,lizardi_periquilloFull_mexico,1,undirected
36,hernandez_martinFierro_argentina,martí_nuestraAmerica_cuba,2,undirected
37,isaacs_maria_colombia,avellaneda_sab_cuba,2,undirected
38,isaacs_maria_colombia,galdos_trafalgar_spain,3,undirected
39,isaacs_maria_colombia,lizardi_periquilloFull_mexico,1,undirected
40,isaacs_maria_colombia,samper_dolores_colombia,3,undirected
41,lizardi_periquilloFull_mexico,carrasquilla_frutosDeMiTierra_colombia,2,undirected
42,lizardi_periquilloFull_mexico,cuervo_apuntacionesCriticas_colombia,3,undirected
43,lizardi_periquilloFull_mexico,galdos_trafalgar_spain,1,undirected
44,lizardi_periquilloFull_mexico,hernandez_martinFierro_argentina,1,undirected
45,lizardi_periquilloFull_mexico,isaacs_maria_colombia,1,undirected
46,lizardi_periquilloFull_mexico,marmol_amalia_argentina,1,undirected
47,marmol_amalia_argentina,avellaneda_sab_cuba,3,undirected
48,marmol_amalia_argentina,bazan_various_spain,1,undirected
49,marmol_amalia_argentina,carrasquilla_frutosDeMiTierra_colombia,2,undirected
50,marmol_amalia_argentina,cuervo_apuntacionesCriticas_colombia,3,undirected
51,marmol_amalia_argentina,diaz_manuela_colombia,3,undirected
52,marmol_amalia_argentina,galdos_trafalgar_spain,3,undirected
53,marmol_amalia_argentina,lizardi_periquilloFull_mexico,1,undirected
54,marmol_amalia_argentina,martí_nuestraAmerica_cuba,5,undirected
55,marmol_amalia_argentina,mitre_soledad_bolivia,3,undirected
56,marmol_amalia_argentina,palacios_elAlferezReal_colombia,2,undirected
57,martí_nuestraAmerica_cuba,avellaneda_sab_cuba,2,undirected
58,martí_nuestraAmerica_cuba,bazan_various_spain,2,undirected
59,martí_nuestraAmerica_cuba,carrasquilla_frutosDeMiTierra_colombia,4,undirected
60,martí_nuestraAmerica_cuba,cuervo_apuntacionesCriticas_colombia,6,undirected
61,martí_nuestraAmerica_cuba,diaz_manuela_colombia,1,undirected
62,martí_nuestraAmerica_cuba,hernandez_martinFierro_argentina,2,undirected
63,martí_nuestraAmerica_cuba,marmol_amalia_argentina,5,undirected
64,mitre_soledad_bolivia,avellaneda_sab_cuba,1,undirected
65,mitre_soledad_bolivia,carrasquilla_frutosDeMiTierra_colombia,2,undirected
66,mitre_soledad_bolivia,marmol_amalia_argentina,3,undirected
67,palacios_elAlferezReal_colombia,carrasquilla_frutosDeMiTierra_colombia,3,undirected
68,palacios_elAlferezReal_colombia,diaz_manuela_colombia,1,undirected
69,palacios_elAlferezReal_colombia,marmol_amalia_argentina,2,undirected
70,samper_dolores_colombia,avellaneda_sab_cuba,2,undirected
71,samper_dolores_colombia,galdos_trafalgar_spain,1,undirected
72,samper_dolores_colombia,isaacs_maria_colombia,3,undirected
